Random,ACHP,PHR,AWWGV,ALAP,ANPL,ARD,ADWR,PDMVG,ARL,AWWR,ADWV,PDMRG,row_index,beat_index,source_row_start,source_row_end,bar_index,beat_in_bar
R1,34.20133693377859,75.00601863270896,1.2392059705489074,1435.622297242583,4.002817735178172,16.298199820991858,0.7786732714509275,43.62804730377384,20.367143246774607,2.800760833388355,0.5419950062101648,27.714309918625876,6148.30303030303,61.0,6100.0,6199.0,16.0,2.0
R2,36.597952199360996,77.01004163311342,1.5055415352335337,1750.9985284989036,3.999060633491802,19.729029993870896,1.4255143745093541,27.089507863312953,22.54964393814688,4.739042053190745,0.41083845261883345,30.04138642532356,6148.181818181818,61.0,6100.0,6199.0,16.0,2.0
R3,34.40090539743408,74.89913337663158,1.1386713599328824,1253.9616259123634,3.9997428212286867,13.933043655336876,0.6748213486648706,26.602073603932677,20.483503997663412,1.936086271206583,0.3032151682037535,34.865370473013854,6151.941176470588,61.0,6100.0,6199.0,16.0,2.0
R1,34.19919380578143,75.01008540654394,1.2403776589065372,1435.6220249171197,4.001859638831883,16.29585272947554,0.7763757036641256,43.631480731906926,20.365240395647533,2.7996407253569067,0.542683327536957,27.713967612153844,6253.029411764706,62.0,6200.0,6299.0,16.0,3.0
R2,36.59844349435032,77.01077788393064,1.5060277477117099,1750.9989360887057,4.001097048822636,19.72987116935991,1.4245653990770621,27.092583365755463,22.548886097527955,4.739658950750778,0.4067982182892391,30.045079815201753,6248.638888888889,62.0,6200.0,6299.0,16.0,3.0
R3,34.39961019270134,74.89659281730614,1.139729755781398,1253.959297540435,4.00110911781793,13.935649664257037,0.6727007341597322,26.60331191999103,20.480933220619285,1.9384372834962904,0.30361859505161193,34.86455114428374,6246.533333333334,62.0,6200.0,6299.0,16.0,3.0
R1,34.20022346892706,75.0107151855286,1.2380664268768447,1435.6189166691302,3.9992788765171237,16.301184828394213,0.775028384714706,43.62684679362392,20.362946088074388,2.8003493198733787,0.5395630528223135,27.7108436801268,6351.948717948718,63.0,6300.0,6399.0,16.0,4.0
R2,36.598825685310935,77.01262080474642,1.5043252924227273,1751.003317372055,4.0006537480100475,19.72768444196795,1.4183983792345458,27.09023263598723,22.548360747257924,4.737723503605888,0.40742984263237,30.038906857618315,6344.942857142857,63.0,6300.0,6399.0,16.0,4.0
R3,34.39806749947893,74.8985058059753,1.1398707570077764,1253.9616544552885,4.004325168475105,13.937599479012887,0.6755964147295667,26.60325397257949,20.482062488050893,1.939605919103929,0.30414861453536757,34.86514345121621,6351.961538461538,63.0,6300.0,6399.0,16.0,4.0
R1,34.199287204890176,75.01148657845029,1.236984018240404,1435.6208306459896,3.9987194245853344,16.296900284094427,0.7776819028700086,43.62570260484468,20.365500570300274,2.802226502884833,0.5429936221140615,27.711893891754045,6448.942857142857,64.0,6400.0,6499.0,17.0,1.0
R2,36.60182734055841,77.00864415367175,1.5074858055576945,1750.9996455171365,3.9986430455702435,19.731519869962824,1.4204990379101219,27.09189516352232,22.55015105669838,4.737421217175333,0.4101109018848495,30.040656158002903,6446.72972972973,64.0,6400.0,6499.0,17.0,1.0
R3,34.39927066500902,74.8998791258929,1.1382279280952383,1253.9594937911659,4.000906200494638,13.934666624445157,0.6766672768302698,26.60237322855536,20.486061169393878,1.9361622038815745,0.3055638934364403,34.86200683306557,6453.857142857143,64.0,6400.0,6499.0,17.0,1.0
R1,34.20254003133987,75.0129585063264,1.240487285723134,1435.6185871279029,3.997624351595192,16.299333410494967,0.773656741877415,43.6309566882833,20.368566882913978,2.7993656071977253,0.5404139234739842,27.712127200758648,6542.214285714285,65.0,6500.0,6599.0,17.0,2.0
R2,36.60230817051926,77.0071620545518,1.5067992151099339,1751.002150328053,4.00068666308101,19.731170244337942,1.4257787058750195,27.0914666880312,22.549752989322556,4.741559472290179,0.4058232654777576,30.04125140576112,6549.151515151515,65.0,6500.0,6599.0,17.0,2.0
R3,34.40021293394689,74.90049333565861,1.1383534171437664,1253.9575967364626,4.0021843767487,13.932097819279381,0.6750071354199103,26.605061709402207,20.47947131209673,1.936665395527137,0.30518496037887877,34.869844940693426,6562.2,65.0,6500.0,6599.0,17.0,2.0
R1,34.198604386142726,75.01196209844312,1.2380455266591373,1435.6204615821496,4.001869144600311,16.29928054076093,0.7755189682745239,43.630894995372685,20.36182874097073,2.800386252326636,0.5406503675817107,27.71240529033172,6654.4,66.0,6600.0,6699.0,17.0,3.0
R2,36.598231669782315,77.00926887634749,1.5033036252490313,1751.0034911249963,4.00003968011764,19.727959945596602,1.4220791989972381,27.088722609221648,22.549526331606376,4.741104212577923,0.40573529142916437,30.044231157377574,6648.277777777777,66.0,6600.0,6699.0,17.0,3.0
R3,34.39970131205205,74.90258802605702,1.1417970096005958,1253.961059623701,4.0021512412451274,13.933149950394563,0.6771739261505328,26.602124615679788,20.486640974181835,1.934224597626809,0.3036998420780878,34.8656135290148,6643.166666666667,66.0,6600.0,6699.0,17.0,3.0
R1,34.19868054173343,75.00815045037236,1.239542159501285,1435.6186590020422,3.999830171315738,16.298707385177472,0.7744018465551687,43.628896459177476,20.36605237450051,2.80090957307551,0.5403158272177989,27.714421695775798,6751.533333333334,67.0,6700.0,6799.0,17.0,4.0
R2,36.59995901862848,77.00796378017924,1.5040441375149922,1750.9995562506729,3.9983332455515925,19.72848003950188,1.4269322367991224,27.09128747196771,22.55092962915538,4.73980145942511,0.40840740654339625,30.041508669468374,6745.36,67.0,6700.0,6799.0,17.0,4.0
R3,34.400762570119475,74.89851619691265,1.1385972607008263,1253.9586523057776,3.999897916614855,13.933376024986421,0.6751586521021871,26.60343104829792,20.487135889157475,1.9361347692075574,0.30274662933123814,34.86547564357829,6749.9,67.0,6700.0,6799.0,17.0,4.0
R1,34.2003364241739,75.01082361664884,1.2396701817459255,1435.6194620022434,3.999650313780947,16.299062745387335,0.7742531574170375,43.63045532502521,20.36688987410345,2.8026622721484094,0.5417055743593221,27.71419236258096,6850.795454545455,68.0,6800.0,6899.0,18.0,1.0
R2,36.60055449652475,77.00928880087994,1.5073258870144495,1750.99826513183,4.003962088122969,19.725308038600286,1.4202638490431352,27.089914897083503,22.55062017273857,4.738240674520194,0.4057324367633082,30.041285998091983,6854.217391304348,68.0,6800.0,6899.0,18.0,1.0
R3,34.400761485563145,74.89899617575277,1.140903527742516,1253.9603804226444,4.000057767612272,13.933947747487505,0.6760778946629548,26.601791840662468,20.48463357002564,1.9342969413049367,0.3054817032702721,34.86544413829884,6844.484848484848,68.0,6800.0,6899.0,18.0,1.0
R1,34.20059235320529,75.00929928098333,1.2392039732826357,1435.620701530513,4.000334916079568,16.29787863595741,0.7771006696455852,43.6274047301188,20.367203578128155,2.8002253351203925,0.5418589988642396,27.71279473305445,6943.846153846154,69.0,6900.0,6999.0,18.0,2.0
R2,36.597757248182454,77.00974479281656,1.5063281135112918,1751.001674927123,3.9981565685123126,19.731292464588897,1.4244020085542672,27.088086159796212,22.550647291442537,4.737057156998557,0.41056365616887663,30.044378278340066,6952.666666666667,69.0,6900.0,6999.0,18.0,2.0
R3,34.39768752607637,74.90194396387146,1.1389585894395564,1253.9625917809733,4.000349339893994,13.934414276183313,0.6733330065051778,26.601304347915093,20.48574624511035,1.9371580518701634,0.30131595537602657,34.86649960443849,6953.548387096775,69.0,6900.0,6999.0,18.0,2.0
R1,34.1989359862258,75.00911187304185,1.2380872586291205,1435.6223248310134,3.999772885072319,16.298652557964292,0.7750690195857203,43.629946948463875,20.364381187616768,2.799545251163507,0.5379806035757083,27.71553932043962,7053.566666666667,70.0,7000.0,7099.0,18.0,3.0
R2,36.596665729196936,77.01204238204657,1.506444872028884,1751.00568800301,4.002049692643352,19.730016188912213,1.4244780768518293,27.090424767889182,22.548289926535645,4.739772027373208,0.40278263021860883,30.039470233435846,7040.85294117647,70.0,7000.0,7099.0,18.0,3.0
R3,34.396219283470174,74.89952654768571,1.1402129478362772,1253.9599802885007,3.9994471172354773,13.932395028128171,0.6757891921703464,26.602372941584083,20.48478886985393,1.9340759497677869,0.30095531121120284,34.86422695392862,7054.277777777777,70.0,7000.0,7099.0,18.0,3.0
R1,34.20133710112145,75.0094008776956,1.2401843642083246,1435.6180222249889,3.998562459251976,16.299590645538572,0.7769953204883582,43.62945047302302,20.365889500551365,2.7995987431400673,0.5400902250664793,27.715256217796394,7142.205128205128,71.0,7100.0,7199.0,18.0,4.0
R2,36.598934415491115,77.00936866156793,1.5070798334456694,1751.0033493009557,4.001262180820706,19.729383169271678,1.4257122476863868,27.091395703964533,22.550206820929848,4.740595302987,0.40856979016855,30.040088655704917,7154.685714285714,71.0,7100.0,7199.0,18.0,4.0
R3,34.4031391320571,74.89881176896618,1.1367097397079033,1253.9581709250947,4.002187137015519,13.935459029610275,0.6766064133280257,26.601908513147997,20.48144762182941,1.9369792160897736,0.30029747670245377,34.86344369237328,7153.461538461538,71.0,7100.0,7199.0,18.0,4.0
R1,34.196891134373764,75.00986914575772,1.2412259974076483,1435.6199471619045,3.9987455560605536,16.295192593398085,0.7755863326870251,43.6300554266751,20.36529302782109,2.8030194798419585,0.5429682220872712,27.714669949282065,7253.266666666666,72.0,7200.0,7299.0,19.0,1.0
R2,36.59904869409477,77.01090516708892,1.5072155212284013,1751.0021744335722,3.998533351479227,19.729694369551133,1.4229545253545606,27.089220669510453,22.5527366928777,4.741355292280386,0.40693407912662594,30.043695537100977,7248.323529411765,72.0,7200.0,7299.0,19.0,1.0
R3,34.40121024828897,74.9029840784375,1.1405858214570057,1253.9606233950549,3.999478689081827,13.932473812949668,0.678239174602798,26.598202129990298,20.482770875863437,1.9375710386597826,0.3049914983897508,34.86392249714225,7247.472222222223,72.0,7200.0,7299.0,19.0,1.0
R1,34.197973707254846,75.01059046982799,1.2383509135743107,1435.6206680609248,4.001853569631672,16.303575074556278,0.7774624817627047,43.62726542135028,20.36658845858681,2.8012838555577493,0.5403330274193462,27.71090697340545,7344.2307692307695,73.0,7300.0,7399.0,19.0,2.0
R2,36.596072840484844,77.01080179863106,1.505480028281675,1751.005548057237,3.9993728213092883,19.728013004277994,1.4239344443633652,27.092389357975392,22.55044029047144,4.739589945333757,0.40824223653856606,30.042606243489907,7351.84375,73.0,7300.0,7399.0,19.0,2.0
R3,34.39833652578151,74.89968049794454,1.1390124411419214,1253.9613976659627,3.9983311882927404,13.933718307863668,0.6757288072505402,26.602745499892244,20.48263549934314,1.9374174783209004,0.3024833261439869,34.864683579641685,7350.976190476191,73.0,7300.0,7399.0,19.0,2.0
R1,34.20195607152273,75.00916674312782,1.2414356542835696,1435.619365322592,4.000833782017746,16.302351181566983,0.7739582434074679,43.63057191936175,20.36692913745956,2.7999503227936544,0.542156605199448,27.71608772008021,7457.783783783784,74.0,7400.0,7499.0,19.0,3.0
R2,36.60099874987591,77.01315706735667,1.5035164419714868,1751.0044091184266,3.998273624314881,19.73275085773918,1.4241630045683964,27.092433712980945,22.54921015755394,4.734728180857635,0.40864708183374937,30.040039471589964,7450.181818181818,74.0,7400.0,7499.0,19.0,3.0
R3,34.39983905818322,74.90067756949169,1.1368502377753322,1253.96235090415,4.002467020596368,13.932405391721382,0.6747017215994295,26.60186515965626,20.484576544994972,1.9378113877188667,0.30390152457689074,34.86428925373289,7441.658536585366,74.0,7400.0,7499.0,19.0,3.0
R1,34.19970114118402,75.01192982369767,1.242586273504243,1435.6195771679604,3.9982659958733384,16.301704049198918,0.7758436480021546,43.630416883919985,20.366228787766428,2.7988559341836607,0.5404025932394823,27.71498006985484,7545.2962962962965,75.0,7500.0,7599.0,19.0,4.0
R2,36.60025837976299,77.01005063125443,1.5063863464540173,1751.003151683593,4.003113795461397,19.728457514046013,1.4264636275589668,27.091121743480983,22.549393011645595,4.738304755023067,0.41124654101737856,30.04071010110492,7551.594594594595,75.0,7500.0,7599.0,19.0,4.0
R3,34.39871482026234,74.89757529208924,1.1370561814354052,1253.9561933237956,3.9994614646906093,13.931992035184813,0.676795556728374,26.60212468112026,20.481024903163103,1.9359288890415582,0.30542768163807626,34.867685565692554,7550.5,75.0,7500.0,7599.0,19.0,4.0
R1,34.19957093357736,75.0116762106258,1.2419952801594965,1435.6167246164207,4.000110523438182,16.300452656949727,0.7759356003563472,43.628742520385494,20.367671524414423,2.7988871037712415,0.5414382141638179,27.712252072607686,7653.964285714285,76.0,7600.0,7699.0,20.0,1.0
R2,36.60151282731893,77.00886939058657,1.5017142848811291,1750.999775827256,4.000222284229212,19.73114810657009,1.4246863123551166,27.092688552308168,22.549956166360765,4.7380086214628125,0.4118541974413771,30.038812921877682,7649.138888888889,76.0,7600.0,7699.0,20.0,1.0
R3,34.39712427006422,74.89858875584216,1.1390404599896122,1253.9613564178462,3.9980836233679784,13.93326919327398,0.6764097728685129,26.60040883530644,20.483816968079765,1.9347554211326035,0.3041826782669367,34.86157290241466,7646.388888888889,76.0,7600.0,7699.0,20.0,1.0
R1,34.19809345986218,75.01010078904184,1.2405120573620465,1435.6195727967631,4.002435901591767,16.298608935102916,0.7755683434041322,43.63070677003617,20.365141737951735,2.8002185478046164,0.542012707468212,27.715228652322804,7742.885714285714,77.0,7700.0,7799.0,20.0,2.0
R2,36.598330525733694,77.00917196482274,1.5062148291521127,1751.0057583839198,3.9968032128996254,19.729808718286183,1.4278670423188116,27.092169134739382,22.55139427148612,4.740085548948009,0.4055884185166266,30.039803640076773,7753.472222222223,77.0,7700.0,7799.0,20.0,2.0
R3,34.40157218743921,74.89991168653886,1.1386353216804943,1253.9609408777333,4.004927239467301,13.93337341011243,0.6724510766032332,26.605903716940656,20.48203912614772,1.9364366314195292,0.30273525913806254,34.86509386349589,7752.551724137931,77.0,7700.0,7799.0,20.0,2.0
R1,34.19988902202135,75.01004985069203,1.2442105466749305,1435.6200440593366,3.99633531887745,16.29847250734555,0.7725242390003314,43.62833965603281,20.368784381249224,2.7977038593916794,0.5398283381386457,27.71222421340723,7850.193548387097,78.0,7800.0,7899.0,20.0,3.0
R2,36.60003714300816,77.00955776765115,1.5089084218863704,1750.9977370315517,4.000679517961634,19.729050313089036,1.424107081746686,27.0894153828967,22.547074865732167,4.739923303578451,0.41045846433774097,30.040323477239124,7847.741935483871,78.0,7800.0,7899.0,20.0,3.0
R3,34.40266340819626,74.90111177982556,1.138766974686717,1253.9595767200292,3.9995483662927875,13.934452496290396,0.6762936422035234,26.60254554565883,20.48429641198217,1.935828526985765,0.30145209795678657,34.86296065569443,7850.368421052632,78.0,7800.0,7899.0,20.0,3.0
R1,34.200446374167505,75.01221756577426,1.242195657304063,1435.6176244099004,4.000104861800896,16.30000351370883,0.7771047920485873,43.62805318321247,20.366942330492144,2.79997479716744,0.541468279461406,27.717116022240862,7950.228571428572,79.0,7900.0,7999.0,20.0,4.0
R2,36.60030802210489,77.00881752213472,1.5063600028284603,1751.0036293003386,4.0000750158177905,19.730008742431902,1.4238347613346807,27.093351893636235,22.549961434313502,4.7421735761037285,0.4090534775234524,30.04494479002043,7948.484848484848,79.0,7900.0,7999.0,20.0,4.0
R3,34.39796029723794,74.90026183799901,1.141106620961756,1253.9624914680955,3.999974153316041,13.934170903062308,0.6752164828478805,26.599797601917118,20.48235508601503,1.935337554710287,0.3036390715824206,34.86573084774975,7949.75,79.0,7900.0,7999.0,20.0,4.0
R1,34.20293228310651,75.0097963113913,1.2422037239297004,1435.6202594813058,4.000883433922674,16.30196541558316,0.7728455831520843,43.628608440741424,20.365077344333642,2.797304373534464,0.540562184514753,27.715020401867278,8044.7027027027025,80.0,8000.0,8099.0,21.0,1.0
R2,36.598875872225115,77.01018590296985,1.5049852821113052,1751.0032161284105,4.000266461657809,19.731176387816397,1.4228752130858495,27.091114113701707,22.548352776527317,4.743172305696771,0.40775976951135984,30.04445463305933,8048.294117647059,80.0,8000.0,8099.0,21.0,1.0
R3,34.397337605904966,74.90064023507139,1.1385036799576866,1253.9623239736402,3.9980852268297853,13.933433171582337,0.6748079556754175,26.599431954654047,20.479760907093613,1.9343734301367144,0.30033186073618995,34.86403942679796,8057.0344827586205,80.0,8000.0,8099.0,21.0,1.0
R1,34.200618371466305,75.01163680629658,1.2393938826528887,1435.621792777636,4.0005708673176885,16.297508086158448,0.7733344032589887,43.62965090433837,20.368476011860725,2.7998380500056057,0.5438209549089366,27.714980974739234,8152.0,81.0,8100.0,8199.0,21.0,2.0
R2,36.60132170790495,77.01109123747584,1.5067269863919437,1751.001956889809,4.001344884308792,19.72902607678765,1.422379719751151,27.090767084637587,22.54836540938655,4.742458465913748,0.409282770500777,30.039374382894138,8145.333333333333,81.0,8100.0,8199.0,21.0,2.0
R3,34.40067118300265,74.89957970171848,1.1404765692268544,1253.9633192265317,3.9958525836635927,13.934740500244125,0.6748267965222072,26.60179674820744,20.484321957458853,1.9352798397967645,0.3007203113288584,34.86847438513308,8150.484848484848,81.0,8100.0,8199.0,21.0,2.0
R1,34.20058824712486,75.01103094212279,1.2395340266031618,1435.6204913646056,3.9982923555848453,16.299524707186638,0.7731208212100196,43.62732623849677,20.365765627154726,2.8007547092697833,0.5408976387897879,27.714899261992,8251.567567567568,82.0,8200.0,8299.0,21.0,3.0
R2,36.602374924456704,77.00971582108481,1.509230512997154,1751.0029784523294,4.001944605855792,19.73088897535112,1.4264678693585495,27.0921485641537,22.54877594288421,4.740130922802211,0.4057720497175123,30.042880714484152,8249.708333333334,82.0,8200.0,8299.0,21.0,3.0
R3,34.40102293334885,74.89842921174889,1.1401581069837576,1253.959366315573,3.997137783516806,13.931109985791949,0.6740529280256501,26.603148767452915,20.483815003718057,1.9365367664234758,0.3064590648123538,34.864547272301444,8247.410256410256,82.0,8200.0,8299.0,21.0,3.0
R1,34.19968579882209,75.01097797292032,1.2401807233416793,1435.6213494097262,3.9986254966463326,16.30103705105313,0.777901269661591,43.631138141238935,20.368107669256855,2.800377061337733,0.5429899645222956,27.71525291133723,8357.033333333333,83.0,8300.0,8399.0,21.0,4.0
R2,36.59865048327852,77.01038998421046,1.5037254106735525,1751.000188907304,4.001223964200046,19.728216543584235,1.4237090857292423,27.09151605964991,22.550899655103752,4.739453146914067,0.40723212115099605,30.04185387277775,8348.483870967742,83.0,8300.0,8399.0,21.0,4.0
R3,34.399608662913614,74.89706427953575,1.1386384618190728,1253.9582528615986,4.001429282795999,13.933563492234015,0.675255552964363,26.601480422878012,20.483925496448997,1.9366729197675123,0.3034433614760591,34.86656136294622,8344.51282051282,83.0,8300.0,8399.0,21.0,4.0
R1,34.20247867192727,75.00944147361837,1.2385521146894203,1435.6192720991903,4.003022052808053,16.29978608210011,0.7777079476216089,43.630892406930926,20.365490637420187,2.7990012327148865,0.5410090577884079,27.718429483405746,8463.076923076924,84.0,8400.0,8499.0,22.0,1.0
R2,36.60267778767393,77.0101148683916,1.5085379789354532,1751.0016383137581,4.001917108233907,19.728790904176005,1.4244177010540113,27.09153305963982,22.548421874229895,4.7408427265075535,0.4066892375562613,30.04117297857302,8445.23076923077,84.0,8400.0,8499.0,22.0,1.0
R3,34.39935249569513,74.89937657385205,1.138744009470344,1253.959538708469,3.9991666601455598,13.93451079362174,0.6769515006342495,26.60182157234831,20.48384757505782,1.9348489693315234,0.3011534260548258,34.86291951797712,8444.458333333334,84.0,8400.0,8499.0,22.0,1.0
R1,34.20006406670648,75.0112348930875,1.2405741952382556,1435.6184301473022,4.001143821860194,16.299866570437256,0.7772584343695255,43.63023265059683,20.368008790375093,2.7949442921776204,0.537988395953081,27.712636893950283,8552.71052631579,85.0,8500.0,8599.0,22.0,2.0
R2,36.60067311715813,77.0096209046833,1.5042505009822331,1751.000325053,4.000708347424673,19.73095492080373,1.4265538585821718,27.090733810099017,22.548392136619366,4.739610497342151,0.40866558494329264,30.040531703695205,8548.566666666668,85.0,8500.0,8599.0,22.0,2.0
R3,34.40027857276939,74.89841123520472,1.1388948258907332,1253.9597964851139,4.003944199145261,13.930744430191092,0.6771125085337228,26.60229975498583,20.484167355082445,1.9359200075611256,0.3048628847111894,34.863101246111675,8546.5625,85.0,8500.0,8599.0,22.0,2.0
R1,34.201089807741695,75.01540535557716,1.2407778933647988,1435.620021690268,4.0013554131664195,16.300293231229173,0.7744082592593979,43.62617013046382,20.366622973927303,2.7991796018054336,0.5395985502428927,27.71106656243057,8657.206896551725,86.0,8600.0,8699.0,22.0,3.0
R2,36.59918588085236,77.01058647190132,1.5069839272755765,1751.0006793015675,3.9999048072189365,19.72826911235679,1.4249948643968358,27.09003785405889,22.549717639802456,4.741094641651031,0.40904184422738793,30.040942454568597,8648.142857142857,86.0,8600.0,8699.0,22.0,3.0
R3,34.402684704301855,74.90173101299455,1.137428001644884,1253.9590495673415,3.9990345283857587,13.932241707694493,0.6742203236856266,26.602304396241518,20.48436030528947,1.9343877578592579,0.3046768907016688,34.867326243452545,8644.611111111111,86.0,8600.0,8699.0,22.0,3.0
R1,34.20031523567186,75.00821735795209,1.2387912004791894,1435.6173412211483,4.00121240071969,16.3042313288596,0.7758243215195193,43.62691273619291,20.36510550553595,2.7984090697284443,0.5437378530503051,27.715285924275722,8753.30303030303,87.0,8700.0,8799.0,22.0,4.0
R2,36.60210837901158,77.00853465037986,1.506638126682321,1751.0007007409279,4.0004020283414174,19.73063614682708,1.4233301504243074,27.09051863983027,22.54907247785411,4.73838071138207,0.40664824529967236,30.0432228958474,8753.948717948719,87.0,8700.0,8799.0,22.0,4.0
R3,34.40140968534324,74.90097450446568,1.1402734206255842,1253.9591607926002,3.997851942740795,13.935583952953763,0.6733432169702941,26.60281656921224,20.479814724554696,1.9371497221319973,0.3048140052754569,34.864776077588424,8738.82142857143,87.0,8700.0,8799.0,22.0,4.0
R1,34.20084317490954,75.00907746456828,1.2405875557817931,1435.6200060322437,3.998531361065113,16.29901012467264,0.7775087028681017,43.62902606677294,20.365961187496424,2.801357765914408,0.5430077118991484,27.713498679407408,8847.028571428571,88.0,8800.0,8899.0,23.0,1.0
R2,36.601423901064116,77.00671015293588,1.5043400844961596,1751.0061585246149,3.997594651699728,19.72846080660472,1.4262051698140206,27.089616008587143,22.548110151555953,4.738344287521922,0.40859489844337704,30.041579104432447,8847.833333333334,88.0,8800.0,8899.0,23.0,1.0
R3,34.39801975712202,74.89644242598133,1.1372734279578547,1253.9586330018017,3.9990467912314767,13.932563501210502,0.6721990822742459,26.599779332163124,20.4826286737397,1.9341045316126737,0.30362593517006536,34.865918013845906,8853.4,88.0,8800.0,8899.0,23.0,1.0
R1,34.20078073207313,75.00896070238089,1.2375381729858281,1435.6218357468076,3.998572091824193,16.298530016137605,0.7769358220150118,43.62732551628503,20.364093530381293,2.800506428334158,0.5418874406061751,27.714987262878022,8954.194444444445,89.0,8900.0,8999.0,23.0,2.0
R2,36.59981861374813,77.01032079306569,1.5071761930158851,1750.9983794578216,3.9988289262964143,19.732472784679427,1.4255630028566757,27.091145933591186,22.546913611373743,4.737693789719513,0.40878334418419565,30.041679034200413,8943.74358974359,89.0,8900.0,8999.0,23.0,2.0
R3,34.39858213237822,74.9027400915125,1.1403436615822802,1253.958205302945,4.003932357188748,13.930528784801627,0.6763750131576791,26.597639613006383,20.48278787101151,1.9350557382101632,0.3022238207600367,34.865521542793374,8951.72,89.0,8900.0,8999.0,23.0,2.0
R1,34.20108248788805,75.01161865835743,1.2393709146299108,1435.620685866426,3.999957413638394,16.30263497644231,0.7741982604181263,43.62887128070701,20.365159906344378,2.800587575820277,0.544060600562714,27.71321711406082,9053.317073170732,90.0,9000.0,9099.0,23.0,3.0
R2,36.600690909297654,77.00882084879525,1.5057985996320278,1751.0014940833262,3.9984396896027334,19.72887865593403,1.4253154084278679,27.091537138257422,22.54744741515361,4.739447936583391,0.4047208063822706,30.042076347444603,9044.095238095239,90.0,9000.0,9099.0,23.0,3.0
R3,34.39824564875114,74.89823974920347,1.1393784017037585,1253.9591065086613,3.9973039990990635,13.934633605401544,0.6756330985801435,26.60202470077931,20.481625238834418,1.93452399725229,0.3017782664822762,34.8630178518048,9048.368421052632,90.0,9000.0,9099.0,23.0,3.0
R1,34.200287237630484,75.00940302688721,1.2388266665503342,1435.620370479736,3.998185359603307,16.301767044552733,0.7768521359057343,43.62880172205117,20.3660792253312,2.798769706500713,0.542629530729796,27.718635575554664,9146.225,91.0,9100.0,9199.0,23.0,4.0
R2,36.59822867418942,77.01185003685735,1.502981955282107,1751.0029247694408,4.0022568662952756,19.727589053058924,1.4238892805787526,27.094279853917236,22.547823472221886,4.743618574128456,0.40867571382438345,30.040071514557006,9155.066666666668,91.0,9100.0,9199.0,23.0,4.0
R3,34.400721201179515,74.89734275468527,1.137300432551178,1253.9614016382302,4.000590293326944,13.932091763638356,0.6748321372709819,26.600670988715468,20.481839775465993,1.936066836015845,0.30712545042138273,34.86361949825662,9148.3,91.0,9100.0,9199.0,23.0,4.0
R1,34.20125301867252,75.00887309124141,1.2425132422675256,1435.6190298198258,3.999253372891372,16.300448785274234,0.7773934263909125,43.62869906795372,20.366221973234527,2.801445694304401,0.5439427449810101,27.714211998910116,9251.76923076923,92.0,9200.0,9299.0,24.0,1.0
R2,36.599356406065986,77.00927097483542,1.5055804092526412,1751.0016231772383,4.000822459806552,19.72990059686416,1.4231717707520202,27.09266365984843,22.550876071557443,4.741385980808936,0.40607965629619747,30.0443834187666,9248.23076923077,92.0,9200.0,9299.0,24.0,1.0
R3,34.403405991444096,74.90248861325085,1.1395181988681637,1253.9586229200463,3.999913573406514,13.931409655720035,0.6731375459932438,26.60315635152742,20.480339419990365,1.9367866784225438,0.3054107771213959,34.86370556994282,9249.228571428572,92.0,9200.0,9299.0,24.0,1.0
R1,34.19793248700089,75.00981488444859,1.240060007755899,1435.6176190414797,4.000793079091605,16.300964628961893,0.7754517533713466,43.62771350904678,20.365829087912694,2.800131423233943,0.5402638482744276,27.712306949150673,9352.466666666667,93.0,9300.0,9399.0,24.0,2.0
R2,36.59939867807335,77.01025766850952,1.5062067302479634,1751.0001747675055,3.9982171565475504,19.730551866205744,1.4231936894109591,27.092678106672285,22.550460588439236,4.741859896111871,0.4064350263510127,30.04170967674934,9352.315789473685,93.0,9300.0,9399.0,24.0,2.0
R3,34.40160215895954,74.89934862119597,1.1388617360648103,1253.9603407702598,4.001258427299546,13.93169808662971,0.6724658338265198,26.599825868055014,20.485195797622044,1.9340032237500682,0.29897065736271616,34.864712713093176,9343.375,93.0,9300.0,9399.0,24.0,2.0
R1,34.200014401668895,75.0087825164436,1.2379079221239673,1435.623297471413,3.998142376578844,16.29872826385291,0.7776735127769361,43.62894929049377,20.365416583653072,2.7984356420129672,0.5419149878262453,27.7123868438025,9442.875,94.0,9400.0,9499.0,24.0,3.0
R2,36.59667388078181,77.0094670476549,1.5089240774275756,1751.0027622204225,4.001824387756764,19.73251724166545,1.4280530395936695,27.09244792984643,22.549064559167423,4.739814696947103,0.40639778263942045,30.041807436080305,9452.5,94.0,9400.0,9499.0,24.0,3.0
R3,34.40305823069278,74.89967225167766,1.138737025151892,1253.9617858393608,3.9997715844837036,13.93614050588101,0.6754919060057725,26.600972058266013,20.484792197553446,1.9358888354520758,0.30229815542753025,34.8638707926197,9452.735294117647,94.0,9400.0,9499.0,24.0,3.0
R1,34.20134423053567,75.00865203767775,1.2401513192443898,1435.6212116346862,4.0008851051417915,16.300407905375266,0.7763220044609106,43.62763836227971,20.366872178096276,2.8004875490224155,0.5418927920532467,27.71123322994395,9553.25,95.0,9500.0,9599.0,24.0,4.0
R2,36.60052221177548,77.01074347349034,1.5081371299240343,1751.0008340809748,4.000247959710468,19.730737684728446,1.4250095655022357,27.09263247092675,22.551907557541348,4.7386969978058175,0.4075975073603274,30.043435662390625,9556.34375,95.0,9500.0,9599.0,24.0,4.0
